book_name,book_url,book_author,book_introduction 
Apache Maven Cookbook,http://www.allitebooks.org/apache-maven-cookbook/,Abd El-Monem A. El-Bawab,"Apache Maven offers a comprehensive set of features to build, test, release, and deploy software projects and maintain enterprise development infrastructure. This book is a hands-on guide that enables you to explore the vast potential of Apache Maven, the leading software build tool. You will start off by…"
"iOS Game Development: Developing Games for iPad, iPhone, and iPod Touch",http://www.allitebooks.org/ios-game-development-developing-games-for-ipad-iphone-and-ipod-touch/,Roberto Freato,"To create successful games for the iPhone family of mobile devices, developers need to know how touch-input, real-time graphics, and sound come together in the iOS environment. iOS Game Development: Developing Games for iPad, iPhone, and iPod Touch takes you from the basics of app coding to releasing…"
"Android NDK Beginner’s Guide, Second Edition",http://www.allitebooks.org/android-ndk-beginners-guide-second-edition/,Sylvain Ratabouil,Android NDK is all about injecting high-performance and portable code into your mobile apps by exploiting the maximum speed of the device they run on. This book will show you how to create C/C++-enabled mobile applications and integrate them with Java. The books starts with teaching you how…
HTML5 Games,http://www.allitebooks.org/html5-games/,Jacob Seidelin,"HTML5 Gamesshows you how to combine HTML5, CSS3 and JavaScript to make games for the web and mobiles – games that were previously only possible with plugin technologies like Flash. Using the latest open web technologies, you are guided through the process of creating a game from scratch…"
Using Yocto Project with BeagleBone Black,http://www.allitebooks.org/using-yocto-project-with-beaglebone-black/,H. M. Irfan Sadiq,"The Yocto Project produces tools and processes that enable the creation of Linux distributions for embedded software, independent of the architecture. BeagleBone Black is a platform that allows users to perform installation and customizations to their liking, quickly and easily. Starting with a basic introduction to Yocto Project’s…"
"C++ for Engineers and Scientists, 4th Edition",http://www.allitebooks.org/c-for-engineers-and-scientists-4th-edition/,Gary J. Bronson,"Introduce the power and practicality of C++ programming to entry-level engineers with Bronson’s C++ FOR ENGINEERS AND SCIENTISTS, 4E. This proven, pragmatic text is designed specifically for today’s first- and second-year engineering and science students with a wealth of new applications and examples taken from real situations involving…"
Getting Started with Phalcon,http://www.allitebooks.org/getting-started-with-phalcon/,Stephan Miller,Phalcon is an open source PHP framework which makes developing with PHP easier and more efficient by combining the speed and performance of C with the unique development features of the MVC architecture. Phalcon is installed as a PHP module so you don’t have to download an archive…
Hadoop For Dummies,http://www.allitebooks.org/hadoop-for-dummies/,Dirk deRoos,"Let Hadoop For Dummies help harness the power of your data and rein in the information overload Big data has become big business, and companies and organizations of all sizes are struggling to find ways to retrieve valuable information from their massive data sets with becoming overwhelmed. Enter…"
Secure Data Provenance and Inference Control with Semantic Web,http://www.allitebooks.org/secure-data-provenance-and-inference-control-with-semantic-web/,Bhavani Thuraisingham,"With an ever-increasing amount of information on the web, it is critical to understand the pedigree, quality, and accuracy of your data. Using provenance, you can ascertain the quality of data based on its ancestral data and derivations, track back to sources of errors, allow automatic re-enactment of…"
Zen of Cloud,http://www.allitebooks.org/zen-of-cloud/,Murat Kantarcioglu,"Zen of Cloud: Learning Cloud Computing by Examples on Microsoft Azure provides comprehensive coverage of the essential theories behind cloud computing and the Windows Azure cloud platform. Sharing the author’s insights gained while working at Microsoft’s headquarters, it presents nearly 70 end-to-end examples with step-by-step guidance on implementing…"
